出表日期,報告年度,公司代號,公司名稱,用水量(公噸),資料範圍,用水密集度-密集度(公噸/單位) ,用水密集度-單位,取得驗證,date
1150513,113,5244,弘凱,34941.0000,上述統計為深圳廠用水量，其餘據點為辦公室型態，僅有生活用水，不具重大性，未納入統計。,N/A,N/A,N/A,2026-05-17
1150513,113,5258,虹堡,13.1600,台灣地區所有辦公室與桃園製造廠，以工時數據推估,0.0017,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5269,祥碩,2764.0000,祥碩總公司辦公室,0.3420,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5283,禾聯碩,31529.3442,禾聯碩股份有限公司、聯碩電器股份有限公司及禾雄電器股份有限公司,4.9133,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5284,jpp-KY,122.2800,Jinpao Soi 11 + 12 廠區,7.4853,"公噸/員工人數
","Standard of MWAT
",2026-05-17
1150513,113,5285,界霖,128939.0000,母公司,68.4006,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5288,豐祥-KY,214613.0000,主要營運孫公司台灣豐祥及越南VPIC1,29.4665,公噸/百萬元營業額,ISO 14001,2026-05-17
1150513,113,5292,華懋,4021.0000,母公司工廠,N/A,N/A,N/A,2026-05-17
1150513,113,5306,桂盟,184976.2039,桂盟國際股份有限公司、桂盟企業股份有限公司、凱盟股份有限公司、科恩斯工業股份有限公司、桂盟鏈條(深圳)有限公司、超匯桂盟傳動(天津)有限公司、超匯桂盟傳動(蘇州)有限公司、深圳市科恩斯汽車零配件有限公司,33.3903,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5388,中磊,184626.5275,母公司（台北總部、竹南製造中心）以及蘇州、菲律賓製造中心,0.0033,公噸/百萬元營業額,AA1000,2026-05-17
1150513,113,5434,崇越,9640.0000,母公司,0.3084,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5469,瀚宇博,N/A,N/A,0.2930,公噸/產品,N/A,2026-05-17
1150513,113,5471,松翰,2941.0000,已完成母公司,1.2328,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5484,慧友,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5515,建國,1500.4500,總公司,3.7800,(公噸/人),N/A,2026-05-17
1150513,113,5519,隆大,18884.0000,揭露以本公司為主體，部份資訊涵蓋子公司。,3.0210,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5521,工信,45669.0000,母公司,6.5400,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5522,遠雄,128110.4576,包含合併財務報表之母子公司,5.7195,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5525,順天,3852.7598,母公司,1.3829,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5531,鄉林,3839.0000,鄉林建設個體公司統計數據,0.9345,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5533,皇鼎,755.0000,母公司,N/A,N/A,N/A,2026-05-17
1150513,113,5534,長虹,1.1590,僅母公司,22.7255, 用水度數 / 員工人數,N/A,2026-05-17
1150513,113,5538,東明-KY,244096.0000,浙江東明及浙江東和,19.4610,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,5546,永固-KY,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5607,遠雄港,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5608,四維航,9828.3197,環境資訊涵蓋母公司（含總部辦公室及客輪1艘）、子孫公司營運船舶（含當年度出售之船舶），不包含合併財務報表之子公司綠舞觀光飯店股份有限公司,17.2125,公噸/員工總人數(海勤船員+辦公室員工),N/A,2026-05-17
1150513,113,5706,鳳凰,1863.0000,已完成母公司,N/A,N/A,N/A,2026-05-17
1150513,113,5871,中租-KY,83542.0000,中租控股公司及旗下子公司,0.8200,公噸/百萬元營業額,ISO 46001,2026-05-17
1150513,113,5876,上海商銀,69100.0000,本行在臺灣地區之營業據點、海外分行及海外辦事處,2.3900,萬公升/人均取水量,ISO 46001,2026-05-17
1150513,113,5880,合庫金,284834.0000,數據涵蓋率依當年度有盤查之營運據點計算比率，數據皆已通過「ISO 14064-1溫室氣體盤查」，並取得第三方查證單位核發之查證聲明書。,4.3272,公噸/百萬元營業額,ISO 46001,2026-05-17
1150513,113,5906,台南-KY,7.5347,僅就有獨立水錶之據點進行統計,N/A,N/A,N/A,2026-05-17
1150513,113,5907,大洋-KY,1061016.0000,大洋商業集團,327.9885,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6005,群益證,54336.0000,母公司全台各營運據點,3.7186,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6024,群益期,5245.1800,全台營運據點,2.1737,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6108,競國,271139.0000,本公司,221.3300,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6112,邁達特,11669.9558,邁達特及子公司啟迪、逐鹿、聚上雲,17.6283,度／人-年,N/A,2026-05-17
1150513,113,6115,鎰勝,6150.0000,母公司,1.9625,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6116,彩晶,1069819.1094,母公司及子公司(南京瀚宇彩欣科技有限責任公司),107.3632,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6117,迎廣,31166.0000,母公司,10.8112,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6120,達運,810.1530,已完成合併財務報表之母子公司,57.4108,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6128,上福,27190.0000,母公司台灣營運據點,0.0180,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6133,金橋,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6136,富爾特,1.5800,此次範疇為臺灣地區．只有辦公大樓，因未從事產品之生產、製造，故無製程用水需求；故取水量＝排水量。公司皆為生活用水。,N/A,N/A,N/A,2026-05-17
1150513,113,6139,亞翔,618.1476,溫室氣體盤查主要為母公司台灣地區有控制權的汐止 、新竹和台南辦公室，工地為非營運控制權故不納入盤查範疇。,0.0236,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6141,柏承,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6142,友勁,20708.0000,母公司,17.4856,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6152,百一,83841000.0000,合併財報母公司及子公司,43.6000,百萬公升/新台幣百萬元,N/A,2026-05-17
1150513,113,6153,嘉聯益,124000.0000,母公司,17.0275,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6155,鈞寶,46640.0000,母公司,N/A,N/A,N/A,2026-05-17
1150513,113,6164,華興,43742.1800,華興電子工業股份有限公司、華能光電科技股份有限公司、肇慶市立得電子有限公司、肇慶市立能電子有限公司,53.1900,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6165,浪凡,7.8900,辦公室自來用水,N/A,N/A,N/A,2026-05-17
1150513,113,6166,凌華,39880.0000,僅母公司,5.9823,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6168,宏齊,42234.0000,母公司,21.6474,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6176,瑞儀,1026.7524,台灣廠區、吳江廠區、南京廠區及廣州廠區,22.1000,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6177,達麗,1133.7131,本公司以下營運據點：達麗建設事業股份有限公司、寶信營造股份有限公司,0.0920,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6183,關貿,13579.0000,關貿網路總公司南港軟體園區,N/A,N/A,N/A,2026-05-17
1150513,113,6184,大豐電,4388.0000,大豐有線電視股份有限公司，未包含合併財務報表中之子公司,5.7718,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6189,豐藝,6007.7675,豐藝電子股份有限公司台北總公司及桃園倉儲。,0.1581,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6191,精成科,2964193.3400,包含合併財務報表之母子公司,136.7216,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6192,巨路,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6196,帆宣,35386.0000,母公司,1.3000,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6197,佳必琪,83728.0000,母公司及台北廠、大陸子公司(東莞2廠區、昆山1廠區)、越南子公司(胡志明1廠區、北江1廠區),17.0632,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6201,亞弘電,17.8860,台灣總公司,0.0054,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6202,盛群,11420.0000,盛群總部及台北辦公室,4.5640,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6205,詮欣,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6206,飛捷,9500.0000,飛捷母公司,20.8800,人均用水(以2024年底人數計算),N/A,2026-05-17
1150513,113,6209,今國光,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6213,聯茂,776.6200,聯茂電子股份有限公司台灣廠及中國廠區(無錫廠、東莞廠、廣州廠及江西廠),0.0265,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6214,精誠,24615.0000,僅母公司總部大樓,0.6320,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6215,和椿,2302.0000,"母公司(含台北總公司、桃園廠、龜山廠、台中及台南辦公室)
",1.1829,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6216,居易,4797.1000,本公司,4.0706,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6224,聚鼎,22590.0000,聚鼎台灣廠區,0.0200,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6225,天瀚,225.0000,母公司,4.1500,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6226,光鼎,857.2295,本公司以下營運據點：光鼎電子股份有限公司,1.3080,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6230,尼得科超眾,9492.0000,本公司以下營運據點：尼得科超眾科技股份有限公司,1.5300,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6235,華孚,361820.0000,"華孚科技股份有限公司、
昆山華復精密金屬有限公司、
華孚精密科技(馬鞍山)有限公司、
華譽精密科技(含山)有限公司、
華眾精密科技(馬鞍山)有限公司。",62.0531,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6239,力成,3017526.0000,僅台灣地區力成科技,63.7800,公噸/百萬元營業額,ISO 46001,2026-05-17
1150513,113,6243,迅杰,869.0000,母公司,0.0006,百萬公升/百萬營收,N/A,2026-05-17
1150513,113,6257,矽格,366592.0000,本公司以下營運據點：矽格股份有限公司(中興廠)、矽格股份有限公司(北興廠)、矽格股份有限公司(湖口廠),36.7097,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6269,台郡,1162.0790,母公司,2.1160,公噸/產品,N/A,2026-05-17
1150513,113,6271,同欣電,6942599.0000,已完成合併財務報表之母子公司,N/A,N/A,N/A,2026-05-17
1150513,113,6277,宏正,16350.7100,本公司及汐萬廠區,4.6600,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6278,台表科,389000.0000,母公司及子公司-峻凌電子(蘇州)有限公司,13.3654,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6281,全國電,57641.0000,已完成母公司,34.8300,公噸/人數,N/A,2026-05-17
1150513,113,6282,康舒,434.8936,康舒科技+滬華五金之各營運據點,22.2947,公噸/百萬元營業額,ISO14046,2026-05-17
1150513,113,6283,淳安,997.0000,已完成合併財務報表之母子公司,N/A,N/A,N/A,2026-05-17
1150513,113,6285,啟碁,664577.0000,2024 年計算範圍為啓碁總部、台北辦公室、力行廠、南科廠、啟佳、啟新、啟基永昌（ 昆山）、啟基永昌（ 南京）、越南廠、美國與英國子公司；德國以及日本子公司採居家辦公形式，因此未計入；墨西哥廠區因數據未涵蓋完整一年也未計入。,4.9200,公噸/百萬元營業額,ISO 14001,2026-05-17
1150513,113,6405,悅城,40142.0000,本廠區,304.5490,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6409,旭隼,265.5521," 旭隼科技集團在台灣、大陸及越南，均位於工業區辦公大樓，在生產製造時無需耗用水資源（即無工業用水需求），僅須使用員工生活用水、而其來源均為市政供水，其取得及排放均依市政供水規定。
",0.0004,百萬立方米/百萬美元營業額,ISO 46001,2026-05-17
1150513,113,6412,群電,559024.0000,台北總公司、東莞廠、蘇州廠、重慶廠、泰國廠,15.0400,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6414,樺漢,5816.0000,"新北市中和區建康路10號3-6F
",1.0903,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6415,矽力*-KY,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6416,瑞祺電通,5737.0000,僅母公司,1.7034,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6426,統新,28005.0000,113年1月至12月,N/A,N/A,N/A,2026-05-17
1150513,113,6431,光麗-KY,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6438,迅得,9199.0000,母公司,3.2451,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6442,光聖,12175.0000,母公司,1.9900,度/百萬元營業額,N/A,2026-05-17
1150513,113,6443,元晶,406115.0000,新竹廠及屏東廠的用水加總,0.0740,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6446,藥華藥,13200.0000,藥華醫藥台北總部+台中廠+泛泰醫療,N/A,N/A,N/A,2026-05-17
1150513,113,6449,鈺邦,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6451,訊芯-KY,520980.0000,中國廣東省中山市火炬開發區建業東路9號,100.4202,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6456,GIS-KY,1516997.3804,已完成合併報表之母子公司,21.6755,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6464,台數科,18.1400,已完成合併財務報表之母子公司,0.4154,百萬公升/億元營業額,N/A,2026-05-17
1150513,113,6472,保瑞,261620.0000,母公司、台灣所有子公司及加拿大子公司,13.5900,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6477,安集,23993.0000,母公司,26.7000,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6491,晶碩,258804.0000,僅母公司,305.0000,每單位產品用水量,N/A,2026-05-17
1150513,113,6504,南六,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6505,台塑化,40537362.0000,麥寮一廠、麥寮二廠、麥寮三廠,61.2897,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6515,穎崴,23456.0300,本公司以下營運據點：高雄一廠、高雄二廠、新竹廠、新竹辦公室,4.0455,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6525,捷敏-KY,245738.0000,包含合併財務報表之母子公司,52.6145,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6526,達發,17018.0000,台灣辦公室,0.8900,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6531,愛普*,2689.7480,臺灣新竹與中國大陸杭州(杭州水資源僅統計員工宿舍，因辦公室用水包含於租賃合約中),0.0149,百萬公升/員工人數,N/A,2026-05-17
1150513,113,6533,晶心科,4535.0000,母公司,4.1682,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6534,正瀚-創,69554.0000,已完成合併財務報表之母子公司,42.5215,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6541,泰福-KY,2357.0800,資料包含台灣及美國子公司營運據點。因資料取得限制，台灣2024年用水量資訊以2022年人均用水量推估。,0.0700,公噸/新台幣千元營業額,N/A,2026-05-17
1150513,113,6550,北極星藥業-KY,38268.0000,集團,0.0004,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6552,易華電,541893.0000,易華電子股份有限公司一廠(高雄市楠梓區新開發路6號1、2、3、4樓；8號1、2、3、4樓；10號1、2、3、4樓；12號1、2樓),276.0000,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6558,興能高,50486.0000,母子公司,42.1880,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6573,虹揚-KY,280.7300,已完成合併財務報表之母子公司,N/A,N/A,ISAE 3000,2026-05-17
1150513,113,6579,研揚,9281.9530,僅母公司,2.3691,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6581,鋼聯,N/A,N/A,1.0948,公噸/產品,N/A,2026-05-17
1150513,113,6582,申豐,163973.7600,生產單位(工廠),2.9150,公噸/產品,N/A,2026-05-17
1150513,113,6585,鼎基,87259.0000,高雄廠+屏東廠,27.8961,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6589,台康生技,98800.0900,汐止總公司及竹北分公司,N/A,N/A,N/A,2026-05-17
1150513,113,6591,動力-KY,54795.0000,江西及東莞生產基地。,N/A,N/A,N/A,2026-05-17
1150513,113,6592,和潤企業,10990.0683,和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司、和潤興業股份有限公司共98個據點,0.4146,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6598,ABC-KY,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6605,帝寶,34.8630,鹿港廠、新營廠、彰濱廠、永康廠、台北營業部。,0.0021,34.863/16200.138(百萬公升/百萬營業額),N/A,2026-05-17
1150513,113,6606,建德工業,4876.0000,斗六總公司,6.6886,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6625,必應,3470.0000,已完成母公司,N/A,N/A,N/A,2026-05-17
1150513,113,6641,基士德-KY,7234.0000,"母公司、川源(中國)機械有限公司(平湖廠)、基士德環科股份有限公司、基士德科技股份有限公司台灣分公司、Chuan Yuan Hydraulic Engineering Co., Ltd.",4.5213,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6645,金萬林-創,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6655,科定,47858.0000,母公司,19.1200,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6657,華安,2274.8000,華安醫學股份有限公司,N/A,N/A,N/A,2026-05-17
1150513,113,6658,聯策,1632.0000,母公司+裕和街工廠,N/A,N/A,N/A,2026-05-17
1150513,113,6666,羅麗芬-KY,14748.0000,子公司嘉文麗(福建)化妝品有限公司,13.0860,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6668,中揚光,36130.0000,"台中市南屯區工業區二十二路21號
台中市南屯區工業區二十二路14-1號",19.3700,公噸/服務,N/A,2026-05-17
1150513,113,6669,緯穎,277560.0000,"全球主要營運據點及製造廠區
",0.7699,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6670,復盛應用,125595.8928,母公司,5.6534,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6671,三能-KY,50094.2700,已完成合併財務報表之母子公司,24.5630,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6672,騰輝電子-KY,148177.0000,合併財務報表之子公司生產型廠區,35.0497,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6674,鋐寶科技,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6689,伊雲谷,2.6040,伊雲谷母公司(全台營運據點包含三重、菜寮、士林、台中、高雄辦公室),0.0695,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6691,洋基工程,2686.0000,台灣總公司、新竹、台中、台南營業據點,0.2183,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6695,芯鼎,4100.0000,統計數據來自新竹營運據點及台北辦公室。,23.9800,水資源密集度 (度/人),N/A,2026-05-17
1150513,113,6698,旭暉應材,46.0010,民國113年12月31日吸收合併千鋐科技（股）公司，母公司盤查範圍未併入千鋐科技（股）公司,0.0517,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6706,惠特,21465.0000,僅母公司,23.1300,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6715,嘉基,34732.6640,台灣總部及中和廠,N/A,N/A,N/A,2026-05-17
1150513,113,6719,力智,5353.8200,已完成母公司,1.4500,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6742,澤米,98875.0000,母公司全體廠區,0.1473,公噸/千元營業額,N/A,2026-05-17
1150513,113,6743,安普新,177200.7000,包含合併財務報表之母子公司,25.7522,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6753,龍德造船,38775.0000,僅母公司,7.5746,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6754,匯僑設計,22.1930,已完成合併財務報表之母子公司,N/A,N/A,N/A,2026-05-17
1150513,113,6756,威鋒電子,2993.0000,辦公室用水、公用冷卻水塔,N/A,N/A,N/A,2026-05-17
1150513,113,6757,台灣虎航,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6768,志強-KY,1147.0407,"台灣總部辦公室
",N/A,N/A,N/A,2026-05-17
1150513,113,6770,力積電,25327080.0000,力積電個體及合併財報子公司,63.7300,公噸/產品,N/A,2026-05-17
1150513,113,6771,平和環保-創,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6776,展碁國際,5686.0000,其他：申報公司及100%持股子公司及博瑞達總部,0.2229,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6781,AES-KY,54420.0000,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。,5.4225,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6782,視陽,269612.0000,馬來西亞子公司(工廠),74.0000,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6789,采鈺,635087.0000,采鈺公司新竹廠及龍潭廠,63.4960,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6790,永豐實,224509.0000,台灣區主要紙品工廠,2.1872,公噸/產品,ISO 14001,2026-05-17
1150513,113,6792,詠業,12016.4000,詠業科技詠榮廠、詠智廠,9.7698,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6794,向榮生技-創,2210.0000,臺灣營運地區（臺北總公司、細胞製劑廠、化妝品廠）,69.3200,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6796,晉弘,4691.0000,台灣母公司,8.7000,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6799,來頡,420.0000,已完成母公司,0.4630,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6805,富世達,97430.0000,台灣地區、大陸地區、越南地區,11.8950,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6806,森崴能源,N/A,N/A,2.0932,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6807,峰源-KY,68370.0000,主要生產基地,13.6755,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6830,汎銓,14575.0000,僅台灣母公司,9.0304,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6834,天二科技,140200.0000,已完成母公司,N/A,N/A,N/A,2026-05-17
1150513,113,6835,圓裕,68938.0000,"圓裕企業股份有限公司
昆山圆裕電子科技有限公司
圆裕電子（昆山）有限公司
圆裕電子（昆山）有限公司",28.2765,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6838,台新藥,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6854,錼創科技-KY創,27010.0000,錼創顯示科技股份有限公司,1.6400,公噸/產品,N/A,2026-05-17
1150513,113,6861,睿生光電,369.0000,母公司,0.1850,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6862,三集瑞-KY,100476.0000,與本公司合併財務報表母子公司之數據邊界一致,45.6659,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6863,永道-KY,24622.4000,本公司主要用水來源為自來水，統計方式由台灣自來水股份有限公司帳單服務系統。,N/A,N/A,N/A,2026-05-17
1150513,113,6869,雲豹能源,1678.0000,僅母公司雲豹能源科技股份有限公司,N/A,N/A,N/A,2026-05-17
1150513,113,6873,泓德能源,161000.0000,僅計算漁電共生案場所屬位置及泓德營運辦公室據點用水,N/A,N/A,N/A,2026-05-17
1150513,113,6885,全福生技,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6887,寶綠特-KY,310137.0000,已完成合併財務報表之母子公司,56.9679,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6890,來億-KY,1251965.1000,臺灣總部、樂億、樂億Ⅱ、億春、億柏、億碩、昌億、嘉智、歐紐、億泉、億福,33.2175,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6901,鑽石投資,2566.0000,母公司(目前無應納入合併財務報告子公司),N/A,N/A,N/A,2026-05-17
1150513,113,6902,GOGOLOOK-創,0.7220,走著瞧股份有限公司所在台北市辦公空間,N/A,N/A,N/A,2026-05-17
1150513,113,6906,現觀科,1207.0000,台灣總公司,8.3819,度/人數,N/A,2026-05-17
1150513,113,6909,創控,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6914,阜爾運通,3697.0000,母公司,N/A,N/A,N/A,2026-05-17
1150513,113,6916,華凌,156.3480,母公司及合併財務報表內之子公司,0.0769,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6918,愛派司,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6919,康霈*,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6923,中台,160855.0000,台灣地區,2.3604,公噸/服務,N/A,2026-05-17
1150513,113,6924,榮惠-KY創,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6928,攸泰科技,8153.5515,臺灣區,4.0336,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6931,青松健康,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6933,AMAX-KY,3253.0000,蓋艾瑪斯科技控股股份有限公司及我們位於美國之總部 AMAX Engineering Corporation,0.0006,取水密集度（百萬公升/百萬營收） ,N/A,2026-05-17
1150513,113,6936,永鴻生技,41178.0000,本公司之新竹廠、台北辦公室、台中辦公室,31.8195,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6937,天虹,15186.7000,統計範疇為天虹科技總部／天虹科技湖口廠／天虹科技南科辦公室,5.8689,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6944,兆聯實業,144631.0000,已完成母公司,14.0400,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6949,沛爾生醫-創,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6951,青新-創,6890.0455,合併財務報表之母子公司,9.8609,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6952,大武山,68.1340,大武山公司屏東場區、台南場區及雲林場區,0.0170,公噸/年洗選量(萬顆),N/A,2026-05-17
1150513,113,6955,邦睿生技-創,1452.0000,已完成母公司,6.5405,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6957,裕慶-KY,102158.0000,本年度報告書資訊揭露之組織邊界以生產基地為考量，範圍僅涵蓋裕慶集團之台灣分公司、子公司蘇州裕慶金屬制品有限公司及昆山環宇木業有限公司之營運與生產據點，其中Beeline Corp、BEELINE Group LLC及郁智康股份有限公司之性質為投資控股或貿易性質而未列入。,N/A,N/A,N/A,2026-05-17
1150513,113,6958,日盛台駿,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6962,奕力-KY,14240.0000,奕力科技新竹辦公室,0.6340,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,6965,中傑-KY,144526623.0000,台灣總部、中國上高廠、越南寧平廠,N/A,N/A,N/A,2026-05-17
1150513,113,6969,成信實業*-創,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6988,威力暘-創,2136.0000,母公司,N/A,N/A,N/A,2026-05-17
1150513,113,6994,富威電力,1538.0550,數據僅涵蓋頂埔大樓富威電力總部及富威電力蘇澳分公司,0.8150,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,7631,聚賢研發,461.2000,母體公司,0.3100,萬公升/人,N/A,2026-05-17
1150513,113,7705,三商餐飲,85.8010,三商餐飲中央廚房,N/A,N/A,N/A,2026-05-17
1150513,113,7722,LINEPAY,2103.0000,連加網路商業股份有限公司個體公司,0.3418,公噸/百萬元營業額,N/A,2026-05-17
1150513,113,7732,金興精密,16465.1230,臺灣總部源自每月自來水費單 ; 泰國子公司自來水源自每月水費單、地表水及地下水為推估值。,9.7000,公噸/百萬元營業額,N/A,2026-05-17
