出表日期,報告年度,公司代號,公司名稱,對促進小型企業及社區發展的貸放件數(件),對促進小型企業及社區發展的貸放餘額(仟元),對缺少銀行服務之弱勢族群提供金融教育之參與人數(人),date
1150513,113,3305,昇貿,N/A,N/A,N/A,2026-05-17
1150513,113,3308,聯德,N/A,N/A,N/A,2026-05-17
1150513,113,3311,閎暉,N/A,N/A,N/A,2026-05-17
1150513,113,3338,泰碩,0,0.000,0,2026-05-17
1150513,113,3346,麗清,N/A,N/A,N/A,2026-05-17
1150513,113,3356,奇偶,N/A,N/A,N/A,2026-05-17
1150513,113,3380,明泰,N/A,N/A,N/A,2026-05-17
1150513,113,3406,玉晶光,N/A,N/A,N/A,2026-05-17
1150513,113,3413,京鼎,N/A,N/A,N/A,2026-05-17
1150513,113,3416,融程電,N/A,N/A,N/A,2026-05-17
1150513,113,3432,台端,N/A,N/A,N/A,2026-05-17
1150513,113,3437,榮創,N/A,N/A,N/A,2026-05-17
1150513,113,3447,展達,N/A,N/A,N/A,2026-05-17
1150513,113,3450,聯鈞,N/A,N/A,N/A,2026-05-17
1150513,113,3501,維熹,N/A,N/A,N/A,2026-05-17
1150513,113,3504,揚明光,N/A,N/A,N/A,2026-05-17
1150513,113,3515,華擎,N/A,N/A,N/A,2026-05-17
1150513,113,3535,晶彩科,0,0.000,0,2026-05-17
1150513,113,3543,州巧,N/A,N/A,N/A,2026-05-17
1150513,113,3545,敦泰,N/A,N/A,N/A,2026-05-17
1150513,113,3563,牧德,0,0.000,0,2026-05-17
1150513,113,3583,辛耘,N/A,N/A,N/A,2026-05-17
1150513,113,3588,通嘉,N/A,N/A,N/A,2026-05-17
1150513,113,3592,瑞鼎,N/A,N/A,N/A,2026-05-17
1150513,113,3596,智易,N/A,N/A,N/A,2026-05-17
1150513,113,3607,谷崧,N/A,N/A,N/A,2026-05-17
1150513,113,3645,達邁,N/A,N/A,N/A,2026-05-17
1150513,113,3652,精聯,N/A,N/A,N/A,2026-05-17
1150513,113,3661,世芯-KY,N/A,N/A,N/A,2026-05-17
1150513,113,3665,貿聯-KY,N/A,N/A,N/A,2026-05-17
1150513,113,3673,TPK-KY,N/A,N/A,N/A,2026-05-17
1150513,113,3679,新至陞,0,0.000,0,2026-05-17
1150513,113,3686,達能,N/A,N/A,N/A,2026-05-17
1150513,113,3694,海華,N/A,N/A,N/A,2026-05-17
1150513,113,3704,合勤控,N/A,N/A,N/A,2026-05-17
1150513,113,3712,永崴投控,N/A,N/A,N/A,2026-05-17
1150513,113,3714,富采,N/A,N/A,N/A,2026-05-17
1150513,113,3715,定穎投控,0,0.000,0,2026-05-17
1150513,113,4142,國光生,0,0.000,0,2026-05-17
1150513,113,4148,全宇生技-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4155,訊映,N/A,N/A,N/A,2026-05-17
1150513,113,4164,承業醫,N/A,N/A,N/A,2026-05-17
1150513,113,4190,佐登-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4306,炎洲,N/A,N/A,N/A,2026-05-17
1150513,113,4414,如興,N/A,N/A,N/A,2026-05-17
1150513,113,4438,廣越,N/A,N/A,N/A,2026-05-17
1150513,113,4439,冠星-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4440,宜新實業,N/A,N/A,N/A,2026-05-17
1150513,113,4526,東台,N/A,N/A,N/A,2026-05-17
1150513,113,4540,全球傳動,0,0.000,0,2026-05-17
1150513,113,4545,銘鈺,N/A,N/A,N/A,2026-05-17
1150513,113,4551,智伸科,N/A,N/A,N/A,2026-05-17
1150513,113,4555,氣立,N/A,N/A,N/A,2026-05-17
1150513,113,4557,永新-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4560,強信-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4562,穎漢,N/A,N/A,N/A,2026-05-17
1150513,113,4564,元翎,N/A,N/A,N/A,2026-05-17
1150513,113,4569,六方科-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4571,鈞興-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4720,德淵,0,0.000,0,2026-05-17
1150513,113,4722,國精化,N/A,N/A,N/A,2026-05-17
1150513,113,4736,泰博,0,0.000,0,2026-05-17
1150513,113,4739,康普,N/A,N/A,N/A,2026-05-17
1150513,113,4746,台耀,N/A,N/A,N/A,2026-05-17
1150513,113,4764,雙鍵,N/A,N/A,N/A,2026-05-17
1150513,113,4766,南寶,N/A,N/A,N/A,2026-05-17
1150513,113,4770,上品,N/A,N/A,N/A,2026-05-17
1150513,113,4771,望隼,N/A,N/A,N/A,2026-05-17
1150513,113,4906,正文,N/A,N/A,N/A,2026-05-17
1150513,113,4915,致伸,N/A,N/A,N/A,2026-05-17
1150513,113,4916,事欣科,N/A,N/A,N/A,2026-05-17
1150513,113,4919,新唐,N/A,N/A,N/A,2026-05-17
1150513,113,4927,泰鼎-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4934,太極,N/A,N/A,N/A,2026-05-17
1150513,113,4942,嘉彰,N/A,N/A,N/A,2026-05-17
1150513,113,4943,康控-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4952,凌通,N/A,N/A,N/A,2026-05-17
1150513,113,4956,光鋐,0,0.000,0,2026-05-17
1150513,113,4958,臻鼎-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4960,誠美材,N/A,N/A,N/A,2026-05-17
1150513,113,4967,十銓,N/A,N/A,N/A,2026-05-17
1150513,113,4976,佳凌,N/A,N/A,N/A,2026-05-17
1150513,113,4977,眾達-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4989,榮科,N/A,N/A,N/A,2026-05-17
1150513,113,4994,傳奇,N/A,N/A,N/A,2026-05-17
1150513,113,4999,鑫禾,N/A,N/A,N/A,2026-05-17
1150513,113,5007,三星,N/A,N/A,N/A,2026-05-17
1150513,113,5203,訊連,N/A,N/A,N/A,2026-05-17
1150513,113,5215,科嘉-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5222,全訊,N/A,N/A,N/A,2026-05-17
1150513,113,5234,達興材料,N/A,N/A,N/A,2026-05-17
1150513,113,5243,乙盛-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5269,祥碩,N/A,N/A,N/A,2026-05-17
1150513,113,5284,jpp-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5285,界霖,N/A,N/A,N/A,2026-05-17
1150513,113,5288,豐祥-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5306,桂盟,N/A,N/A,N/A,2026-05-17
1150513,113,5469,瀚宇博,N/A,N/A,N/A,2026-05-17
1150513,113,5471,松翰,0,0.000,0,2026-05-17
1150513,113,5484,慧友,N/A,N/A,N/A,2026-05-17
1150513,113,5519,隆大,N/A,N/A,N/A,2026-05-17
1150513,113,5522,遠雄,N/A,N/A,N/A,2026-05-17
1150513,113,5525,順天,N/A,N/A,N/A,2026-05-17
1150513,113,5531,鄉林,N/A,N/A,N/A,2026-05-17
1150513,113,5533,皇鼎,N/A,N/A,N/A,2026-05-17
1150513,113,5534,長虹,N/A,N/A,N/A,2026-05-17
1150513,113,5546,永固-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5607,遠雄港,N/A,N/A,N/A,2026-05-17
1150513,113,5608,四維航,N/A,N/A,N/A,2026-05-17
1150513,113,5706,鳳凰,N/A,N/A,N/A,2026-05-17
1150513,113,5871,中租-KY,16379,28562695.000,2790,2026-05-17
1150513,113,5876,上海商銀,12484,79600000.000,2676,2026-05-17
1150513,113,5880,合庫金,133155,1148964625.000,1003,2026-05-17
1150513,113,5906,台南-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5907,大洋-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6005,群益證,N/A,N/A,N/A,2026-05-17
1150513,113,6024,群益期,N/A,N/A,45,2026-05-17
1150513,113,6108,競國,N/A,N/A,N/A,2026-05-17
1150513,113,6112,邁達特,N/A,N/A,N/A,2026-05-17
1150513,113,6116,彩晶,N/A,N/A,N/A,2026-05-17
1150513,113,6120,達運,N/A,N/A,N/A,2026-05-17
1150513,113,6128,上福,0,0.000,0,2026-05-17
1150513,113,6133,金橋,N/A,N/A,N/A,2026-05-17
1150513,113,6136,富爾特,N/A,N/A,N/A,2026-05-17
1150513,113,6142,友勁,N/A,N/A,N/A,2026-05-17
1150513,113,6152,百一,N/A,N/A,N/A,2026-05-17
1150513,113,6153,嘉聯益,N/A,N/A,N/A,2026-05-17
1150513,113,6165,浪凡,N/A,N/A,N/A,2026-05-17
1150513,113,6166,凌華,N/A,N/A,N/A,2026-05-17
1150513,113,6168,宏齊,N/A,N/A,N/A,2026-05-17
1150513,113,6176,瑞儀,N/A,N/A,N/A,2026-05-17
1150513,113,6177,達麗,N/A,N/A,N/A,2026-05-17
1150513,113,6183,關貿,N/A,N/A,N/A,2026-05-17
1150513,113,6191,精成科,N/A,N/A,N/A,2026-05-17
1150513,113,6196,帆宣,N/A,N/A,N/A,2026-05-17
1150513,113,6197,佳必琪,0,0.000,0,2026-05-17
1150513,113,6201,亞弘電,N/A,N/A,N/A,2026-05-17
1150513,113,6209,今國光,N/A,N/A,N/A,2026-05-17
1150513,113,6214,精誠,N/A,N/A,N/A,2026-05-17
1150513,113,6224,聚鼎,N/A,N/A,N/A,2026-05-17
1150513,113,6226,光鼎,N/A,N/A,N/A,2026-05-17
1150513,113,6230,尼得科超眾,0,0.000,0,2026-05-17
1150513,113,6235,華孚,N/A,N/A,N/A,2026-05-17
1150513,113,6239,力成,N/A,N/A,N/A,2026-05-17
1150513,113,6257,矽格,N/A,N/A,N/A,2026-05-17
1150513,113,6277,宏正,N/A,N/A,N/A,2026-05-17
1150513,113,6281,全國電,N/A,N/A,N/A,2026-05-17
1150513,113,6282,康舒,0,0.000,0,2026-05-17
1150513,113,6283,淳安,N/A,N/A,N/A,2026-05-17
1150513,113,6405,悅城,0,0.000,0,2026-05-17
1150513,113,6412,群電,N/A,N/A,N/A,2026-05-17
1150513,113,6414,樺漢,N/A,N/A,N/A,2026-05-17
1150513,113,6415,矽力*-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6426,統新,N/A,N/A,N/A,2026-05-17
1150513,113,6431,光麗-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6438,迅得,0,0.000,0,2026-05-17
1150513,113,6443,元晶,N/A,N/A,N/A,2026-05-17
1150513,113,6449,鈺邦,N/A,N/A,N/A,2026-05-17
1150513,113,6456,GIS-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6464,台數科,0,0.000,0,2026-05-17
1150513,113,6477,安集,N/A,N/A,N/A,2026-05-17
1150513,113,6504,南六,N/A,N/A,N/A,2026-05-17
1150513,113,6515,穎崴,N/A,N/A,N/A,2026-05-17
1150513,113,6526,達發,N/A,N/A,N/A,2026-05-17
1150513,113,6531,愛普*,0,0.000,0,2026-05-17
1150513,113,6533,晶心科,N/A,N/A,N/A,2026-05-17
1150513,113,6534,正瀚-創,N/A,N/A,N/A,2026-05-17
1150513,113,6541,泰福-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6550,北極星藥業-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6573,虹揚-KY,0,0.000,0,2026-05-17
1150513,113,6582,申豐,N/A,N/A,N/A,2026-05-17
1150513,113,6589,台康生技,N/A,N/A,N/A,2026-05-17
1150513,113,6591,動力-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6592,和潤企業,3943,15818000.000,N/A,2026-05-17
1150513,113,6605,帝寶,N/A,N/A,N/A,2026-05-17
1150513,113,6606,建德工業,N/A,N/A,N/A,2026-05-17
1150513,113,6645,金萬林-創,N/A,N/A,N/A,2026-05-17
1150513,113,6655,科定,N/A,N/A,N/A,2026-05-17
1150513,113,6657,華安,N/A,N/A,N/A,2026-05-17
1150513,113,6658,聯策,N/A,N/A,N/A,2026-05-17
1150513,113,6668,中揚光,N/A,N/A,N/A,2026-05-17
1150513,113,6669,緯穎,N/A,N/A,N/A,2026-05-17
1150513,113,6671,三能-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6672,騰輝電子-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6674,鋐寶科技,N/A,N/A,N/A,2026-05-17
1150513,113,6689,伊雲谷,N/A,N/A,N/A,2026-05-17
1150513,113,6691,洋基工程,N/A,N/A,N/A,2026-05-17
1150513,113,6695,芯鼎,0,0.000,0,2026-05-17
1150513,113,6706,惠特,N/A,N/A,N/A,2026-05-17
1150513,113,6715,嘉基,N/A,N/A,N/A,2026-05-17
1150513,113,6719,力智,N/A,N/A,N/A,2026-05-17
1150513,113,6742,澤米,0,0.000,0,2026-05-17
1150513,113,6753,龍德造船,N/A,N/A,N/A,2026-05-17
1150513,113,6756,威鋒電子,N/A,N/A,N/A,2026-05-17
1150513,113,6757,台灣虎航,N/A,N/A,N/A,2026-05-17
1150513,113,6776,展碁國際,N/A,N/A,N/A,2026-05-17
1150513,113,6789,采鈺,N/A,N/A,N/A,2026-05-17
1150513,113,6790,永豐實,N/A,N/A,N/A,2026-05-17
1150513,113,6792,詠業,N/A,N/A,N/A,2026-05-17
1150513,113,6794,向榮生技-創,N/A,N/A,N/A,2026-05-17
1150513,113,6799,來頡,N/A,N/A,N/A,2026-05-17
1150513,113,6806,森崴能源,0,0.000,0,2026-05-17
1150513,113,6834,天二科技,N/A,N/A,N/A,2026-05-17
1150513,113,6835,圓裕,N/A,N/A,N/A,2026-05-17
1150513,113,6838,台新藥,0,0.000,0,2026-05-17
1150513,113,6854,錼創科技-KY創,N/A,N/A,N/A,2026-05-17
1150513,113,6861,睿生光電,0,0.000,0,2026-05-17
1150513,113,6863,永道-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6873,泓德能源,N/A,N/A,N/A,2026-05-17
1150513,113,6887,寶綠特-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6890,來億-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6901,鑽石投資,N/A,N/A,N/A,2026-05-17
1150513,113,6902,GOGOLOOK-創,N/A,N/A,N/A,2026-05-17
1150513,113,6906,現觀科,N/A,N/A,N/A,2026-05-17
1150513,113,6909,創控,N/A,N/A,N/A,2026-05-17
1150513,113,6914,阜爾運通,N/A,N/A,N/A,2026-05-17
1150513,113,6919,康霈*,N/A,N/A,N/A,2026-05-17
1150513,113,6928,攸泰科技,N/A,N/A,N/A,2026-05-17
1150513,113,6933,AMAX-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6944,兆聯實業,N/A,N/A,N/A,2026-05-17
1150513,113,6949,沛爾生醫-創,N/A,N/A,N/A,2026-05-17
1150513,113,6952,大武山,N/A,N/A,N/A,2026-05-17
1150513,113,6955,邦睿生技-創,N/A,N/A,N/A,2026-05-17
1150513,113,6957,裕慶-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6958,日盛台駿,8521,42763155.489,2,2026-05-17
1150513,113,6962,奕力-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6965,中傑-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6969,成信實業*-創,N/A,N/A,N/A,2026-05-17
1150513,113,6994,富威電力,0,0.000,0,2026-05-17
1150513,113,7631,聚賢研發,0,0.000,0,2026-05-17
1150513,113,7705,三商餐飲,N/A,N/A,N/A,2026-05-17
1150513,113,7722,LINEPAY,N/A,N/A,N/A,2026-05-17
1150513,113,7732,金興精密,N/A,N/A,N/A,2026-05-17
1150513,113,7736,虎山,N/A,N/A,N/A,2026-05-17
1150513,113,8011,台通,N/A,N/A,N/A,2026-05-17
1150513,113,8016,矽創,N/A,N/A,N/A,2026-05-17
1150513,113,8028,昇陽半導體,N/A,N/A,N/A,2026-05-17
1150513,113,8033,雷虎,N/A,N/A,N/A,2026-05-17
1150513,113,8045,達運光電,N/A,N/A,N/A,2026-05-17
1150513,113,8105,凌巨,0,0.000,0,2026-05-17
1150513,113,8110,華東,N/A,N/A,N/A,2026-05-17
1150513,113,8112,至上,N/A,N/A,N/A,2026-05-17
1150513,113,8114,振樺電,N/A,N/A,N/A,2026-05-17
1150513,113,8131,福懋科,N/A,N/A,N/A,2026-05-17
1150513,113,8150,南茂,N/A,N/A,N/A,2026-05-17
1150513,113,8201,無敵,N/A,N/A,N/A,2026-05-17
1150513,113,8215,明基材,N/A,N/A,N/A,2026-05-17
1150513,113,8222,寶一,0,0.000,0,2026-05-17
1150513,113,8271,宇瞻,N/A,N/A,N/A,2026-05-17
1150513,113,8341,日友,N/A,N/A,N/A,2026-05-17
1150513,113,8367,建新國際,N/A,N/A,N/A,2026-05-17
1150513,113,8422,可寧衛,N/A,N/A,N/A,2026-05-17
1150513,113,8429,金麗-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8443,阿瘦,N/A,N/A,N/A,2026-05-17
1150513,113,8454,富邦媒,N/A,N/A,N/A,2026-05-17
1150513,113,8463,潤泰材,N/A,N/A,N/A,2026-05-17
1150513,113,8464,億豐,N/A,N/A,N/A,2026-05-17
1150513,113,8476,台境*,N/A,N/A,N/A,2026-05-17
1150513,113,8478,東哥遊艇,N/A,N/A,N/A,2026-05-17
1150513,113,8481,政伸,N/A,N/A,N/A,2026-05-17
1150513,113,8482,商億-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8487,愛爾達-創,N/A,N/A,N/A,2026-05-17
1150513,113,8488,吉源-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8499,鼎炫-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8926,台汽電,N/A,N/A,N/A,2026-05-17
1150513,113,8996,高力,0,0.000,0,2026-05-17
1150513,113,9802,鈺齊-KY,N/A,N/A,N/A,2026-05-17
1150513,113,9902,台火,N/A,N/A,N/A,2026-05-17
1150513,113,9906,欣巴巴,N/A,N/A,N/A,2026-05-17
1150513,113,9907,統一實,N/A,N/A,N/A,2026-05-17
1150513,113,9908,大台北,N/A,N/A,N/A,2026-05-17
1150513,113,9911,櫻花,0,0.000,0,2026-05-17
1150513,113,9912,偉聯,N/A,N/A,N/A,2026-05-17
1150513,113,9914,美利達,N/A,N/A,N/A,2026-05-17
1150513,113,9917,中保科,N/A,N/A,N/A,2026-05-17
1150513,113,9919,康那香,0,0.000,0,2026-05-17
1150513,113,9921,巨大,0,0.000,0,2026-05-17
1150513,113,9924,福興,N/A,N/A,N/A,2026-05-17
1150513,113,9925,新保,0,0.000,0,2026-05-17
1150513,113,9927,泰銘,N/A,N/A,N/A,2026-05-17
1150513,113,9929,秋雨,N/A,N/A,N/A,2026-05-17
1150513,113,9930,中聯資源,N/A,N/A,N/A,2026-05-17
1150513,113,9933,中鼎,N/A,N/A,N/A,2026-05-17
1150513,113,9935,慶豐富,N/A,N/A,N/A,2026-05-17
1150513,113,9937,全國,N/A,N/A,N/A,2026-05-17
1150513,113,9938,百和,N/A,N/A,N/A,2026-05-17
1150513,113,9939,宏全,N/A,N/A,N/A,2026-05-17
1150513,113,9940,信義,N/A,N/A,N/A,2026-05-17
1150513,113,9941,裕融,N/A,N/A,N/A,2026-05-17
1150513,113,9942,茂順,N/A,N/A,N/A,2026-05-17
1150513,113,9943,好樂迪,N/A,N/A,N/A,2026-05-17
1150513,113,9945,潤泰新,N/A,N/A,N/A,2026-05-17
1150513,113,9946,三發地產,N/A,N/A,N/A,2026-05-17
1150513,113,9958,世紀鋼,N/A,N/A,N/A,2026-05-17
1150513,113,1101,台泥,N/A,N/A,N/A,2026-05-17
1150513,113,1102,亞泥,N/A,N/A,N/A,2026-05-17
1150513,113,1103,嘉泥,N/A,N/A,N/A,2026-05-17
1150513,113,1104,環泥,N/A,N/A,N/A,2026-05-17
1150513,113,1109,信大,N/A,N/A,N/A,2026-05-17
1150513,113,1110,東泥,0,0.000,0,2026-05-17
1150513,113,1201,味全,N/A,N/A,N/A,2026-05-17
1150513,113,1203,味王,0,0.000,0,2026-05-17
1150513,113,1210,大成,0,0.000,0,2026-05-17
1150513,113,1215,卜蜂,N/A,N/A,N/A,2026-05-17
1150513,113,1216,統一,N/A,N/A,N/A,2026-05-17
1150513,113,1219,福壽,N/A,N/A,N/A,2026-05-17
1150513,113,1220,台榮,0,N/A,N/A,2026-05-17
1150513,113,1227,佳格,0,0.000,0,2026-05-17
1150513,113,1229,聯華,N/A,N/A,N/A,2026-05-17
1150513,113,1231,聯華食,0,0.000,N/A,2026-05-17
1150513,113,1233,天仁,0,0.000,0,2026-05-17
1150513,113,1234,黑松,N/A,N/A,N/A,2026-05-17
1150513,113,1236,宏亞,N/A,N/A,N/A,2026-05-17
1150513,113,1303,南亞,N/A,N/A,N/A,2026-05-17
1150513,113,1304,台聚,N/A,N/A,N/A,2026-05-17
1150513,113,1305,華夏,N/A,N/A,N/A,2026-05-17
1150513,113,1308,亞聚,N/A,N/A,N/A,2026-05-17
1150513,113,1309,台達化,N/A,N/A,N/A,2026-05-17
1150513,113,1310,台苯,N/A,N/A,N/A,2026-05-17
1150513,113,1314,中石化,N/A,N/A,N/A,2026-05-17
1150513,113,1315,達新,N/A,N/A,N/A,2026-05-17
1150513,113,1319,東陽,N/A,N/A,N/A,2026-05-17
1150513,113,1321,大洋,N/A,N/A,N/A,2026-05-17
1150513,113,1326,台化,N/A,N/A,N/A,2026-05-17
1150513,113,1338,廣華-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1339,昭輝,0,0.000,0,2026-05-17
1150513,113,1340,勝悅-KY,0,0.000,N/A,2026-05-17
1150513,113,1342,八貫,N/A,N/A,N/A,2026-05-17
1150513,113,1413,宏洲,N/A,N/A,N/A,2026-05-17
1150513,113,1414,東和,N/A,N/A,N/A,2026-05-17
1150513,113,1417,嘉裕,N/A,N/A,N/A,2026-05-17
1150513,113,1418,東華,N/A,N/A,N/A,2026-05-17
1150513,113,1419,新紡,N/A,N/A,N/A,2026-05-17
1150513,113,1423,利華,N/A,N/A,N/A,2026-05-17
1150513,113,1432,大魯閣,N/A,N/A,N/A,2026-05-17
1150513,113,1435,中福,0,0.000,0,2026-05-17
1150513,113,1436,華友聯,N/A,N/A,N/A,2026-05-17
1150513,113,1439,雋揚,N/A,N/A,N/A,2026-05-17
1150513,113,1440,南紡,N/A,N/A,N/A,2026-05-17
1150513,113,1441,大東,N/A,N/A,N/A,2026-05-17
1150513,113,1442,名軒,N/A,N/A,N/A,2026-05-17
1150513,113,1443,立益物流,0,0.000,N/A,2026-05-17
1150513,113,1445,大宇,N/A,N/A,N/A,2026-05-17
1150513,113,1449,佳和,N/A,N/A,N/A,2026-05-17
1150513,113,1451,年興,N/A,N/A,N/A,2026-05-17
1150513,113,1455,集盛,N/A,N/A,N/A,2026-05-17
1150513,113,1456,怡華,N/A,N/A,N/A,2026-05-17
1150513,113,1457,宜進,N/A,N/A,N/A,2026-05-17
1150513,113,1459,聯發,N/A,N/A,N/A,2026-05-17
1150513,113,1460,宏遠,N/A,N/A,N/A,2026-05-17
1150513,113,1465,偉全,N/A,N/A,N/A,2026-05-17
1150513,113,1468,昶和,N/A,N/A,N/A,2026-05-17
1150513,113,1470,大統新創,N/A,N/A,N/A,2026-05-17
1150513,113,1474,弘裕,N/A,N/A,N/A,2026-05-17
1150513,113,1475,業旺,N/A,N/A,N/A,2026-05-17
1150513,113,1504,東元,N/A,N/A,N/A,2026-05-17
1150513,113,1513,中興電,N/A,N/A,N/A,2026-05-17
1150513,113,1514,亞力,N/A,N/A,N/A,2026-05-17
1150513,113,1515,力山,N/A,N/A,N/A,2026-05-17
1150513,113,1516,川飛,N/A,N/A,N/A,2026-05-17
1150513,113,1519,華城,N/A,N/A,N/A,2026-05-17
1150513,113,1524,耿鼎,N/A,N/A,N/A,2026-05-17
1150513,113,1526,日馳,N/A,N/A,N/A,2026-05-17
1150513,113,1527,鑽全,N/A,N/A,N/A,2026-05-17
1150513,113,1530,亞崴,N/A,N/A,N/A,2026-05-17
1150513,113,1531,高林股,N/A,N/A,N/A,2026-05-17
1150513,113,1532,勤美,N/A,N/A,N/A,2026-05-17
1150513,113,1533,車王電,N/A,N/A,N/A,2026-05-17
1150513,113,1535,中宇,0,0.000,N/A,2026-05-17
1150513,113,1536,和大,N/A,N/A,N/A,2026-05-17
1150513,113,1537,廣隆,N/A,N/A,N/A,2026-05-17
1150513,113,1538,正峰,N/A,N/A,N/A,2026-05-17
1150513,113,1540,喬福,N/A,N/A,N/A,2026-05-17
1150513,113,1558,伸興,N/A,N/A,N/A,2026-05-17
1150513,113,1568,倉佑,N/A,N/A,N/A,2026-05-17
1150513,113,1582,信錦,N/A,N/A,N/A,2026-05-17
1150513,113,1583,程泰,N/A,N/A,N/A,2026-05-17
1150513,113,1589,永冠-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1597,直得,N/A,N/A,N/A,2026-05-17
1150513,113,1598,岱宇,N/A,N/A,N/A,2026-05-17
1150513,113,1603,華電,N/A,N/A,N/A,2026-05-17
1150513,113,1604,聲寶,N/A,N/A,N/A,2026-05-17
1150513,113,1608,華榮,N/A,N/A,N/A,2026-05-17
1150513,113,1609,大亞,0,0.000,0,2026-05-17
1150513,113,1611,中電,N/A,N/A,N/A,2026-05-17
1150513,113,1612,宏泰,N/A,N/A,N/A,2026-05-17
1150513,113,1614,三洋電,0,0.000,0,2026-05-17
1150513,113,1616,億泰,N/A,N/A,N/A,2026-05-17
1150513,113,1617,榮星,N/A,N/A,N/A,2026-05-17
1150513,113,1618,合機,0,0.000,0,2026-05-17
1150513,113,1626,艾美特-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1702,南僑,N/A,N/A,N/A,2026-05-17
1150513,113,1707,葡萄王,N/A,N/A,N/A,2026-05-17
1150513,113,1708,東鹼,N/A,N/A,N/A,2026-05-17
1150513,113,1709,和益,N/A,N/A,N/A,2026-05-17
1150513,113,1710,東聯,N/A,N/A,N/A,2026-05-17
1150513,113,1711,永光,N/A,N/A,N/A,2026-05-17
1150513,113,1712,興農,N/A,N/A,N/A,2026-05-17
1150513,113,1713,國化,N/A,N/A,N/A,2026-05-17
1150513,113,1714,和桐,N/A,N/A,N/A,2026-05-17
1150513,113,1717,長興,N/A,N/A,N/A,2026-05-17
1150513,113,1718,中纖,N/A,N/A,N/A,2026-05-17
1150513,113,1720,生達,N/A,N/A,N/A,2026-05-17
1150513,113,1721,三晃,N/A,N/A,N/A,2026-05-17
1150513,113,1725,元禎,N/A,N/A,N/A,2026-05-17
1150513,113,1726,永記,N/A,N/A,N/A,2026-05-17
1150513,113,1727,中華化,N/A,N/A,N/A,2026-05-17
1150513,113,1730,花仙子,N/A,N/A,N/A,2026-05-17
1150513,113,1731,美吾華,N/A,N/A,N/A,2026-05-17
1150513,113,1732,毛寶,N/A,N/A,N/A,2026-05-17
1150513,113,1736,喬山,N/A,N/A,N/A,2026-05-17
1150513,113,1752,南光,N/A,N/A,N/A,2026-05-17
1150513,113,1760,寶齡富錦,N/A,N/A,N/A,2026-05-17
1150513,113,1762,中化生,N/A,N/A,N/A,2026-05-17
1150513,113,1776,展宇,N/A,N/A,N/A,2026-05-17
1150513,113,1783,和康生,N/A,N/A,N/A,2026-05-17
1150513,113,1786,科妍,N/A,N/A,N/A,2026-05-17
1150513,113,1789,神隆,N/A,N/A,N/A,2026-05-17
1150513,113,1795,美時,N/A,N/A,N/A,2026-05-17
1150513,113,1802,台玻,N/A,N/A,N/A,2026-05-17
1150513,113,1806,冠軍,N/A,N/A,N/A,2026-05-17
1150513,113,1809,中釉,N/A,N/A,N/A,2026-05-17
1150513,113,1810,和成,N/A,N/A,N/A,2026-05-17
1150513,113,1903,士紙,N/A,N/A,N/A,2026-05-17
1150513,113,1904,正隆,N/A,N/A,N/A,2026-05-17
1150513,113,1905,華紙,N/A,N/A,N/A,2026-05-17
1150513,113,1907,永豐餘,N/A,N/A,N/A,2026-05-17
1150513,113,2006,東和鋼鐵,N/A,N/A,N/A,2026-05-17
